task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
"document software defects, using a bug tracking system, and report defects to software developers.",15-1199,20670.0,3378.0,13599.0,1972.0,3495.0,1317.0,24048.0,15571.0,4812.0
"identify, analyze, and document problems with program function, output, online screen, or content.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor bug resolution efforts and track successes.,15-1199,3078.0,156.0,1813.0,69.0,351.0,0.0,3234.0,1882.0,351.0
create or maintain databases of known test defects.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plan test schedules or strategies in accordance with project scope or delivery dates.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"participate in product design reviews to provide input on functional requirements, product designs, schedules, or potential problems.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",15-1199,57554.0,8697.0,34842.0,2354.0,13245.0,6065.0,66251.0,37196.0,19310.0
document test procedures to ensure replicability and compliance with standards.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop or specify standards, methods, or procedures to determine product quality or release readiness.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
update automated test scripts to ensure currency.,15-1199,2131.0,177.0,1689.0,103.0,195.0,15.0,2308.0,1792.0,210.0
investigate customer problems referred by technical support.,15-1199,197.0,0.0,127.0,0.0,0.0,0.0,197.0,127.0,0.0
"install, maintain, or use software testing programs.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide feedback and recommendations to developers on software usability and functionality.,15-1199,11857.0,11876.0,6097.0,2454.0,3261.0,8953.0,23733.0,8551.0,12214.0
monitor program performance to ensure efficient and problem-free operations.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"conduct software compatibility tests with programs, hardware, operating systems, or network environments.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
install and configure recreations of software production environments to allow testing of software performance.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,15-1199,18.0,0.0,15.0,0.0,0.0,0.0,18.0,15.0,0.0
"identify program deviance from standards, and suggest modifications to ensure compliance.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
design or develop automated testing tools.,15-1199,3452.0,863.0,2827.0,507.0,274.0,325.0,4315.0,3334.0,599.0
coordinate user or third party testing.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",15-1199,20652.0,11995.0,11488.0,7304.0,4666.0,4277.0,32647.0,18792.0,8943.0
visit beta testing sites to evaluate software performance.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluate or recommend software for testing or bug tracking.,15-1199,896.0,2663.0,617.0,723.0,183.0,1910.0,3559.0,1340.0,2093.0
conduct historical analyses of test results.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide technical support during software installation or configuration.,15-1199,73.0,44.0,42.0,0.0,0.0,0.0,117.0,42.0,0.0
communicate with staff or clients to understand specific system requirements.,15-1199,19.0,91.0,15.0,39.0,0.0,0.0,110.0,54.0,0.0
"provide advice on project costs, design concepts, or design changes.",15-1199,15.0,386.0,0.0,82.0,0.0,254.0,401.0,82.0,254.0
"document design specifications, installation instructions, and other system-related information.",15-1199,109.0,172.0,97.0,70.0,0.0,76.0,281.0,167.0,76.0
"verify stability, interoperability, portability, security, or scalability of system architecture.",15-1199,117.0,152.0,47.0,55.0,0.0,20.0,269.0,102.0,20.0
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,15-1199,66.0,121.0,18.0,0.0,0.0,52.0,187.0,18.0,52.0
"evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",15-1199,15.0,119.0,0.0,15.0,0.0,44.0,134.0,15.0,44.0
provide technical guidance or support for the development or troubleshooting of systems.,15-1199,631.0,6487.0,272.0,1296.0,247.0,5091.0,7118.0,1568.0,5338.0
"identify system data, hardware, or software components required to meet user needs.",15-1199,228.0,364.0,146.0,142.0,0.0,193.0,592.0,288.0,193.0
provide guidelines for implementing secure systems to customers or installation teams.,15-1199,186.0,750.0,100.0,245.0,65.0,458.0,936.0,345.0,523.0
monitor system operation to detect potential problems.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct the analysis, development, and operation of complete computer systems.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investigate system component suitability for specified purposes and make recommendations regarding component use.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software.",15-1199,538.0,425.0,456.0,277.0,0.0,88.0,963.0,733.0,88.0
configure servers to meet functional specifications.,15-1199,5202.0,4770.0,4119.0,2431.0,726.0,2286.0,9972.0,6550.0,3012.0
"develop or approve project plans, schedules, or budgets.",15-1199,18.0,86.0,18.0,19.0,0.0,33.0,104.0,37.0,33.0
"define and analyze objectives, scope, issues, or organizational impact of information systems.",15-1199,39.0,52.0,34.0,20.0,0.0,0.0,91.0,54.0,0.0
"develop system engineering, software engineering, system integration, or distributed system architectures.",15-1199,416.0,1315.0,270.0,609.0,59.0,638.0,1731.0,879.0,697.0
design and conduct hardware or software tests.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"establish functional or system standards to ensure operational requirements, quality requirements, and design constraints are addressed.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluate existing systems to determine effectiveness and suggest changes to meet organizational requirements.,15-1199,298.0,498.0,226.0,133.0,18.0,314.0,796.0,359.0,332.0
"research, test, or verify proper functioning of software patches and fixes.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"communicate project information through presentations, technical reports or white papers.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",15-1199,1026.0,2246.0,704.0,1672.0,153.0,522.0,3272.0,2376.0,675.0
"direct the installation of operating systems, network or application software, or computer or network hardware.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train system users in system operation or maintenance.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform security analyses of developed or packaged software components.,15-1199,28508.0,1863.0,18046.0,735.0,3417.0,1081.0,30371.0,18781.0,4498.0
develop application-specific software.,15-1199,7547.0,4978.0,6295.0,2986.0,530.0,1869.0,12525.0,9281.0,2399.0
develop efficient and effective system controllers.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
back up or modify applications and related data to provide for disaster recovery.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"determine sources of web page or server problems, and take action to correct such problems.",15-1199,8321.0,11904.0,6586.0,8031.0,983.0,3734.0,20225.0,14617.0,4717.0
"review or update web page content or links in a timely manner, using appropriate tools.",15-1199,1961.0,522.0,1579.0,233.0,215.0,240.0,2483.0,1812.0,455.0
"monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",15-1199,1889.0,323.0,1008.0,158.0,309.0,124.0,2212.0,1166.0,433.0
"implement web site security measures, such as firewalls or message encryption.",15-1199,118.0,304.0,65.0,138.0,0.0,144.0,422.0,203.0,144.0
"administer internet/intranet infrastructure, including components such as web, file transfer protocol (ftp), news and mail servers.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"collaborate with development teams to discuss, analyze, or resolve usability issues.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test backup or recovery plans regularly and resolve any problems.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor web developments through continuing education, reading, or participation in professional conferences, workshops, or groups.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"implement updates, upgrades, and patches in a timely manner to limit loss of service.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identify or document backup or recovery plans.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"collaborate with web developers to create and operate internal and external web sites, or to manage projects, such as e-marketing campaigns.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install or configure web server software or hardware to ensure that directory structure is well-defined, logical, secure, and that files are named properly.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"gather, analyze, or document user feedback to locate or resolve sources of problems.",15-1199,1203.0,214.0,807.0,78.0,177.0,121.0,1417.0,885.0,298.0
develop web site performance metrics.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identify or address interoperability requirements.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
document installation or configuration procedures to allow maintenance and repetition.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"identify, standardize, and communicate levels of access and security.",15-1199,1146.0,874.0,906.0,133.0,85.0,659.0,2020.0,1039.0,744.0
"track, compile, and analyze web site usage data.",15-1199,663.0,136.0,492.0,49.0,46.0,18.0,799.0,541.0,64.0
"test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"recommend web site improvements, and develop budgets to support recommendations.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inform web site users of problems, problem resolutions or application changes and updates.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
document application and web site changes or change procedures.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
develop or implement procedures for ongoing web site revision.,15-1199,3243.0,2932.0,2512.0,1432.0,456.0,1451.0,6175.0,3944.0,1907.0
provide training or technical assistance in web site implementation or use.,15-1199,37.0,282.0,0.0,32.0,0.0,206.0,319.0,32.0,206.0
perform user testing or usage analyses to determine web sites' effectiveness or usability.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluate or recommend server hardware or software.,15-1199,1737.0,3543.0,1190.0,810.0,409.0,2674.0,5280.0,2000.0,3083.0
"correct testing-identified problems, or recommend actions for their resolution.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
develop or document style guidelines for web site content.,15-1199,668.0,1114.0,552.0,500.0,38.0,545.0,1782.0,1052.0,583.0
"develop and implement marketing plans for home pages, including print advertising or advertisement rotation.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
check and analyze operating system or application logfiles regularly to verify proper system performance.,15-1199,644.0,69.0,402.0,0.0,0.0,0.0,713.0,402.0,0.0
set up or maintain monitoring tools on web servers or web sites.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
develop testing routines and procedures.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test new software packages for use in web operations or other applications.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"produce data layers, maps, tables, or reports, using spatial analysis procedures or geographic information systems (gis) technology, equipment, or systems.",15-1199,15.0,16.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
"coordinate the development or administration of geographic information systems (gis) projects, including the development of technical priorities, client reporting and interface, or coordination and review of schedules and budgets.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide technical expertise in geographic information systems (gis) technology to clients or users.,15-1199,31.0,224.0,0.0,18.0,0.0,137.0,255.0,18.0,137.0
"create, analyze, report, convert, or transfer data, using specialized applications program software.",15-1199,12753.0,1536.0,10413.0,1271.0,381.0,215.0,14289.0,11684.0,596.0
"design, program, or model geographic information systems (gis) applications or procedures.",15-1199,0.0,86.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0
provide technical support for computer-based geographic information systems (gis) mapping software.,15-1199,44.0,216.0,0.0,87.0,0.0,54.0,260.0,87.0,54.0
"perform computer programming, data analysis, or software development for geographic information systems (gis) applications, including the maintenance of existing systems or research and development for future enhancements.",15-1199,108.0,200.0,67.0,128.0,0.0,35.0,308.0,195.0,35.0
"lead, train, or supervise technicians or related staff in the conduct of geographic information systems (gis) analytical procedures.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"collect, compile, or integrate geographic information systems (gis) data, such as remote sensing or cartographic data for inclusion in map manuscripts.",15-1199,46.0,25.0,29.0,0.0,0.0,0.0,71.0,29.0,0.0
"meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",15-1199,38.0,0.0,32.0,0.0,0.0,0.0,38.0,32.0,0.0
"read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in geographic information systems (gis) technology, equipment, or systems.",15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform integrated or computerized geographic information systems (gis) analyses to address scientific problems.,15-1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.",15-1199,127.0,453.0,71.0,248.0,0.0,167.0,580.0,319.0,167.0
